model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
Micron Technology 8ATF1G64AZ-2G1B1 8GB,DDR4,13650,8,SO-DIMM (based on the model number and industry standards),Single Rank x16 (based on the model number and industry standards)
V-Color Technology Inc. TL48G32S8RRGB16 8GB,DDR4,13650,8,SO-DIMM,x32
Kingston KY7N41-MID 8GB,DDR4,13650,8,DIMM,Single Rank
G Skill Intl F4-3200C15-8GTZKO 8GB,DDR4,13600,8,DIMM,Dual Channel
Micron Technology 16ATF4G64HZ-2G6B2 32GB,DDR4,13600,32,UDIMM,Single Rank x8
Crucial Technology CT4G4DFS8213.C8FBR2 4GB,DDR4,13550,4,SO-DIMM,"Single Rank, 1GB x 4"
Samsung M378A1K43DB2-CVF 8GB,DDR4,13500,8,SO-DIMM,Dual In-Line
A-DATA Technology AO1P24HC4R1-BUYS 4GB,DDR4,13450,4,SO-DIMM,Single Channel
G Skill Intl F4-2400C16-16GRS 16GB,DDR4,13450,16,UDIM,Single Channel
Corsair CMK16GX4M4A2666C16 4GB,DDR4,13250,4,DIMM,Single-Channel
Avexir Technologies Corporation DDR4-2400 8GB CL16 8GB,DDR4,13200,8,SO-DIMM,Single Rank
Wilk Elektronik S.A. IR2400D464L17S/4G 4GB,DDR4,12950,4,SO-DIMM,Unbuffered Single Rank x4
Corsair CMK64GX4M8B2800C14 8GB,DDR4,12950,8,SO-DIMM,Dual Channel
G Skill Intl F4-3300C16-4GRRD 4GB,DDR4,12850,4,SO-DIMM,Dual Channel
Hynix Semiconductor (Hyundai Electronics) HMA81GS6CJR8N-UH 8GB,DDR4,11550,8,SO-DIMM,Unbuffered
G Skill Intl F4-3300C16-8GTZKW 8GB,DDR4,16350,8,DIMM,Unbuffered
Micron Technology 9905625-004.A03LF 8GB,DDR4,14550,8,SO-DIMM,Single Channel
Mushkin MR[A/B]4U320GJJM8G 8GB,DDR4,14300,8,SO-DIMM,Dual Channel
Samsung V-GeN D4S8GL30A8TX5 8GB,DDR4,14250,8,UDIMM (Unbuffered Dual In-Line Memory Module),2Rx8 (Two Rank x Eight)
Wilk Elektronik S.A. IRX3000D464L16/16G 16GB,DDR4,14250,16,DIMM,Dual In-Line Memory Module
Wilk Elektronik S.A. IR2400D464L15S/8G 8GB,DDR4,14200,8,SO-DIMM,Dual In-Line Memory Module
G Skill Intl F4-3000C15-4GVSB 4GB,DDR4,14150,4,SO-DIMM,x2
G Skill Intl F4-3000C16-16GSXKB 16GB,DDR4,14150,16,SO-DIMM,"2x8GB, XMP"
Corsair CMK16GX4M1D3000C16 16GB,DDR4,14100,16,DIMM,Dual Channel
Crucial Technology BLS4G4D240FSA.8FADG 4GB,DDR4,14100,4,DIMM,"Single Rank, x16"
Kingston 99U5713-002.A00G 4GB,DDR4,14050,4,DIMM,Unbuffered Single-Rank
Transcend Information TS512MLH64V1H 4GB,DDR4,14050,4,SO-DIMM,Single Channel
Kingston 9905622-051.A00G 8GB,DDR4,14050,8,SO-DIMM,Single Channel
Corsair CMK16GX4M2K4133C19 8GB,DDR4,14050,8,DIMM,Single Rank
G Skill Intl F4-2400C15-4GIS 4GB,DDR4,14050,4,SO-DIMM,Unbuffered
Corsair CMT16GX4M2K4000C19 8GB,DDR4,14000,8,DIMM,x4
Crucial Technology CT16G4DFRA266.C8FE 16GB,DDR4,14000,16,SO-DIMM,Dual Channel
Crucial Technology BLS8G4D240FSC.16FARG 8GB,DDR4,14000,8,SO-DIMM,Single-Channel
Corsair CM4X8GF2400C16K4 8GB,DDR4,14000,8,DIMM,Unbuffered
Crucial Technology CT8G4DFD8213.C16FAR2 8GB,DDR4,14000,8,SO-DIMM,Single Rank
G Skill Intl F4-2400C17-8GNT 8GB,DDR4,14000,8,SO-DIMM,Dual Channel
INTENSO 5641162 8GB,DDR4,13950,8,SO-DIMM,Dual Channel
G Skill Intl F4-2400C15-16GVR 16GB,DDR4,13900,16,DIMM,Dual Channel
Kingston KHX2133C14D4/8G 8GB,DDR4,13900,8,SO-DIMM,PC4-1110
Patriot Memory (PDP Systems) PSD44G240081 4GB,DDR4,13800,4,SO-DIMM,PC4-1066
SK Hynix HMAA4GU6AJR8N-VK 32GB,DDR4,13800,32,SO-DIMM,Unbuffered
Kingston 99U5702-095.A00G 8GB,DDR4,13800,8,SO-DIMM,PC4-10660
Kingston KHX2133C14D4/4G 4GB,DDR4,13800,4,DIMM,Dual In-Line Memory Module
G Skill Intl F4-3200C16-16GTZSK 16GB,DDR4,13800,16,Dual In-Line Memory Module (DIMM),"Unbuffered, Single Rank"
Corsair CMD16GX4M4B2133C10 4GB,DDR4,13750,4,DIMM,Dual Channel
Crucial Technology BLS8G4D240FSE.16FBD 8GB,DDR4,13750,8,SO-DIMM,PC4-1700
"PNY Technologies, Inc. M4U16S682LJJJ43-12 16GB",DDR4,13650,16,SO-DIMM,
Kingston KHX2400C12D4/4GX 4GB,DDR4,13600,4,DIMM,Unbuffered Singlesided
Samsung M471A2K43EB1-CTD 16GB,DDR4,13500,16,UDIMM,Dual In-Line Memory Module (x8)
Kingston KYXC0V-MID 16GB,DDR4,13500,16,UDIM,Single Rank
Corsair CM4B8G2J2133A15S 8GB,DDR4,13450,8,DIMM,Dual-channel
Kingston KHX2133C15S4/8G 8GB,DDR4,13450,8,SO-DIMM,"SDRAM, Unbuffered"
Micron Technology 8ATF1G64HZ-2G3E2 8GB,DDR4,13450,8,UDIMM,Dual In-Line Memory Module
Smart Modular SF4641G8CKHI6DFSDS 8GB,DDR4,13450,8,SO-DIMM,x16
G Skill Intl F4-2666C15-4GRR 4GB,DDR4,13450,4,DIMM,Dual Channel
Corsair CMK128GX4M8A2400C14 16GB,DDR4,13400,16,DIMM,Dual Channel
Samsung M391A2K43BB1-CPB 16GB,DDR4,13300,16,SO-DIMM,Dual In-Line Memory Module
Kingston KCRXJ6-MIE 16GB,DDR4,13300,16,SO-DIMM,Single Rank x8
Corsair CMD32GX4M4B2133C10 8GB,DDR4,13200,8,DIMM,"X8, Dual Channel"
Kingston 99U5700-028.A00G 8GB,DDR4,13200,8,SO-DIMM (based on the fact that it's a laptop RAM and this is a common form factor for laptop RAM),Dual Channel (common configuration for DDR4 RAM)
Corsair CM4X4GF2400C16S2 4GB,DDR4,13100,4,Unbuffered DIMM (assuming it's a standard desktop RAM module),Dual Channel
Corsair CMK64GX4M4B3000C15 16GB,DDR4,13050,16,DIMM,Dual Channel
G Skill Intl F4-3300C16-4GRKD 4GB,DDR4,13000,4,DIMM,PC4-10660
Kingston 9905734-061.A00G 32GB,DDR4,13000,32,SO-DIMM,Dual Channel
Corsair CMW64GX4M8C3466C16 8GB,DDR4,12850,8,DIMM,Dual Channel
Crucial Technology CT16G4SFS832A.M8FE 16GB,DDR4,12150,16,SO-DIMM,Single Rank x4
Kingston XK2M26-MIE-NX 16GB,DDR4,15350,16,UDIMM,2x8GB
Crucial Technology BLS8G4D26BFSB.16FBR2 8GB,DDR4,14550,8,SO-DIMM,Single Rank x4
G Skill Intl F4-3600C14-8GTRGB 8GB,DDR4,14350,8,SO-DIMM,Dual Channel
Golden Empire CL14-14-14 D4-2400 16GB,DDR4,14200,16,SO-DIMM,Dual Channel
AMD R744G2400U1S 4GB,DDR4,14150,4,SO-DIMM,Unbuffered
G Skill Intl F4-2400C15-16GIS 16GB,DDR4,14150,16,DIMM,Dual Channel
Crucial Technology CT8G4DFS8266.C8FD1 8GB,DDR4,14100,8,SODIMM,Dual In-Line
G Skill Intl F4-2400C15-8GNT 8GB,DDR4,14000,8,SO-DIMM,Dual Channel
Ramaxel Technology RMUA5120MB86H9F2400 4GB,DDR4,13950,4,SO-DIMM,Single Rank
Crucial Technology CT8G4DFS824A.M8FE 8GB,DDR4,13900,8,SO-DIMM,PC4-1733
Transcend Information JM2666HLB-16G 16GB,DDR4,13900,16,SO-DIMM,PC4-1600
Corsair CMK16GX4M2A2133C13 8GB,DDR4,13850,8,DIMM,Dual Channel
Corsair CMW64GX4M8A2666C16 8GB,DDR4,13800,8,DIMM,PC4-1100
Crucial Technology CT8G4SFS824A.M8FH 8GB,DDR4,13800,8,SO-DIMM,Single Channel
Golden Empire CL16-16-16 D4-2400 8GB,DDR4,13800,8,SO-DIMM,PC4-10660
Kingston 99U5624-001.A00G 8GB,DDR4,13700,8,SO-DIMM,x2
Crucial Technology BLS4G4D240FSA.8FAR 4GB,DDR4,13650,4,SO-DIMM,Single Channel
Crucial Technology CT8G4DFD8213.C16FDR2 8GB,DDR4,13650,8,DIMM,x1
Micron Technology 8ATF1G64HZ-2G6J1 8GB,DDR4,13650,8,SO-DIMM,PC4-1700
Kingmax Semiconductor GLAG43F-18---------- 8GB,DDR4,13650,8,SO-DIMM,Single Rank x16
Avexir Technologies Corporation DDR4-2400 4GB CL16 4GB,DDR4,13600,4,SODIMM,Unbuffered
Ramaxel Technology RMUA5110ME78HAF-2666 8GB,DDR4,13600,8,UDIMM (Unbuffered Dual In-Line Memory Module),"PC4-2133 (Dual In-line memory module, speed of 2133 MHz)"
Smart Modular SMS4WEC8C1K0446FCG 8GB,DDR4,13600,8,SO-DIMM,Single Rank
Golden Empire CL15-17-17 D4-3200 8GB,DDR4,13550,8,SO-DIMM,Dual Channel
Patriot Memory (PDP Systems) PSD44G213381 4GB,DDR4,13550,4,DIMM,PC4-1700
SK Hynix HMA81GU6CJR8N-VK 8GB,DDR4,13550,8,SO-DIMM,1Rx16
Crucial Technology BLS8G4D240FSB.16FARG 8GB,DDR4,13500,8,SO-DIMM,
SK Hynix HMA81GS6DJR8N-VK 8GB,DDR4,13500,8,SO-DIMM,
SK Hynix HMA851S6CJR6N-VK 4GB,DDR4,13500,4,UDIMM,2Rx8
Crucial Technology BLS8G4D240FSB.16FADG 8GB,DDR4,13450,8,SO-DIMM,Single Rank
Crucial Technology BLS4G4S26BFSD.8FBR2 4GB,DDR4,13450,4,SO-DIMM (based on the typical form factor for 4GB DDR4 RAM modules),Not Specified or Unknown
Samsung SF4641G8CKHI6DFSDS 8GB,DDR4,13450,8,DIMM,Dual In-Line Memory Module
Corsair CMD16GX4M4B3000C15 4GB,DDR4,13450,4,DIMM,Dual Channel
Corsair CMK32GX4M4A2133C13 8GB,DDR4,13450,8,DIMM,Dual Channel
Smart Modular SF464128CKHI6DFSEG 4GB,DDR4,13450,4,SO-DIMM,Single-Rank
Crucial Technology BLS8G4S240FSD.M16FAD 8GB,DDR4,13350,8,SO-DIMM,Unbuffered
Corsair CMD32GX4M4A2666C16 8GB,DDR4,13350,8,DIMM,Dual In-Line Memory Module
Corsair CMD64GX4M4B2800C14 16GB,DDR4,13300,16,DIMM,Dual In-Line Memory Module
Mushkin 99[2/7/4]183 8GB,DDR4,13300,8,SO-DIMM,1Rx8
Samsung M471A4G43MB1-CTD 32GB,DDR4,13300,32,SO-DIMM,Dual In-Line Memory Module
SK Hynix HMA851S6DJR6N-XN 4GB,DDR4,13300,4,SO-DIMM,Dual Channel
Kingston K1CXP8-MIE 16GB,DDR4,13250,16,SO-DIMM,Dual In-Line (DIMM)
Crucial Technology CT32G4SFD8266.C16FE 32GB,DDR4,13200,32,SO-DIMM,Dual Channel
Thermaltake Technology Co Ltd R019D408GX2-3600C18A 8GB,DDR4,13200,8,SO-DIMM (common for laptop and small form factor PCs),Dual Channel (assuming the RAM is designed for dual-channel operation)
Crucial Technology CT16G4SFD824A.M16FE 16GB,DDR4,13150,16,SO-DIMM,x8
Kingston 99U5663-007.A00G 16GB,DDR4,13150,16,UDIMM,Single Rank x8
Corsair CM4X4GF2400Z16K4 4GB,DDR4,13150,4,Unbuffered Dimm,Dual Channel
Micron Technology 8ATF1G64HZ-2G6B1 8GB,DDR4,13050,8,SO-DIMM,x16
G Skill Intl F4-2400C15-8GRB 8GB,DDR4,13050,8,SO-DIMM,Dual Channel
Maxsun MSD48G30M3 8GB,DDR4,13000,8,DIMM,Unbuffered Single Sided
Kingston XJ69DF-HYA 8GB,DDR4,12800,8,DIMM,Single-Channel
Avexir Technologies Corporation DDR4-2133 CL15 4GB 4GB,DDR4,12550,4,SO-DIMM,Unbuffered
Kingston 9905713-033.A00G 8GB,DDR4,14800,8,SO-DIMM,Unbuffered
Kingston ACR32D4U2S1ME-8 8GB,DDR4,14450,8,SO-DIMM,Dual Channel
Patriot Memory (PDP Systems) PSD48G240082 8GB,DDR4,14250,8,SO-DIMM,PC4-1600
Corsair CMT16GX4M2C3200C14 8GB,DDR4,14250,8,DIMM,XMP
Patriot Memory (PDP Systems) PSD48G24002 8GB,DDR4,14150,8,SO-DIMM,Dual Channel
A-DATA Technology DDR4 2400 16GB,DDR4,14150,16,SO-DIMM,Dual In-Line
Patriot Memory (PDP Systems) 2400 C15 Series 4GB,DDR4,13950,4,SO-DIMM,PC4-11100U
Kingston 9905713-019.A00G 4GB,DDR4,13900,4,DIMM,Single Rank
Corsair CMK8GX4M1A2666C16 8GB,DDR4,13850,8,Dual In-Line Memory Module (DIMM),2x4GB
G Skill Intl F4-2133C15-16GVR 16GB,DDR4,13850,16,SO-DIMM,Dual Channel
Corsair CMD32GX4M4B2400C10 8GB,DDR4,13800,8,DIMM,x4
UMAX Technology D4-2133-4GB-512X8-L 4GB,DDR4,13750,4,DIMM,x8
Kingston 9905678-041.A00G 4GB,DDR4,13750,4,SO-DIMM,Dual Channel
Micron Technology 4ATF1G64HZ-3G2B2 8GB,DDR4,13750,8,SO-DIMM,Unbuffered
Ramaxel Technology RMSA3320ME88HBF-3200 16GB,DDR4,13750,16,UDIM,Dual In-Line
Panram International Corporation PUD43000C164G2NJK 4GB,DDR4,13700,4,DIMM,Single Channel
Team Group Inc. TEAMGROUP-UD4-2400 8GB,DDR4,13700,8,SO-DIMM,Single Rank x8
Crucial Technology BLS4G4D240FSC.8FBD2 4GB,DDR4,13700,4,SO-DIMM,Unbuffered
A-DATA Technology AO1P32NC8W1-BDAS 8GB,DDR4,13650,8,SO-DIMM,Single Channel
Corsair CMK8GX4M2A2666C16 4GB,DDR4,13600,4,DIMM,Dual Channel
Corsair CMD16GX4M4B3200C16 4GB,DDR4,13600,4,DIMM,Dual Channel
G Skill Intl F4-2133C15-8GVR 8GB,DDR4,13600,8,SO-DIMM,Dual Channel
G Skill Intl F4-2133C15-4GIS 4GB,DDR4,13550,4,SO-DIMM,Dual Channel
Kingston 9905625-062.A00G 8GB,DDR4,13550,8,DIMM,Unbuffered
SK Hynix HMAA1GS6CJR6N-XN 8GB,DDR4,13550,8,SO-DIMM,x16
ISD Technology Limited IM48GU48N21-FFFHM 8GB,DDR4,13500,8,UDIMM,Single Rank
Kingston 99U5743-031.A00G 16GB,DDR4,13500,16,UDIMM,Single Rank
G Skill Intl F4-2400C15-8GRR 8GB,DDR4,13500,8,DIMM,Single Channel
Samsung M471A5244CB0-CTD 4GB,DDR4,13500,4,DIMM,Single Sided
Crucial Technology CT4G4DFS8213.8FA11 4GB,DDR4,13450,4,SO-DIMM,Single Channel
Samsung M378A1G43EB1-CPB 8GB,DDR4,13450,8,SO-DIMM,Unbuffered Single-Channel
Micron Technology 16ATF1G64AZ-2G1A2 8GB,DDR4,13450,8,UDIMM,Dual In-Line Memory Module
Crucial Technology BLS8G4D26BFSBK.8FBR 8GB,DDR4,13400,8,SO-DIMM,Unbuffered
SK Hynix HMA851S6JJR6N-VK 4GB,DDR4,13400,4,SO-DIMM,DIMM
Gold Key Technology Co Ltd GKE160SO102408-2400 16GB,DDR4,13400,16,SO-DIMM,Single Rank
Ramaxel Technology RMSA3260ME78HAF-2666 8GB,DDR4,13400,8,SO-DIMM,Unbuffered Single Voltage (1.2V)
Kingston HP32D4S2S1ME-4 4GB,DDR4,13400,4,SO-DIMM (common for laptops and small form factor PCs),"Single Rank x2 (based on the ""S1ME-4"" in the model name)"
Corsair CMK16GX4M4C3200C15 4GB,DDR4,13350,4,DIMM,Single x8
Crucial Technology CT16G4SFD824A.C16FN 16GB,DDR4,13350,16,SO-DIMM,Single Rank
Transcend Information JM3200HLB-8G 8GB,DDR4,13300,8,SO-DIMM,Single Channel
SK Hynix HMA82GS6JJR8N-VK 16GB,DDR4,13300,16,SO-DIMM,PC4-10660
Crucial Technology CT16G4SFRA266.C8FE 16GB,DDR4,13300,16,SO-DIMM,Single Module
Micron Technology 8ATF1G64HZ-2G6E1 8GB,DDR4,13250,8,SO-DIMM,x16
Corsair CMK16GX4M4A2400C14 4GB,DDR4,13250,4,DIMM,Single Rank
Corsair CMK32GX4M4A2400C14 8GB,DDR4,13250,8,DIMM,Dual Channel
Crucial Technology BLS8G4S26BFSD.16FD2 8GB,DDR4,13200,8,SO-DIMM,"Single-Rank, x16"
G Skill Intl F4-3000C15-4GTZ 4GB,DDR4,13200,4,DIMM,Dual Channel
Crucial Technology CT16G4SFD8213.C16FH1 16GB,DDR4,13200,16,SO-DIMM,2x8GB Dual Channel
G Skill Intl F4-3600C17-4GVK 4GB,DDR4,13150,4,SO-DIMM,Unbuffered
Wilk Elektronik S.A. GR2133S464L15/8G 8GB,DDR4,13150,8,SO-DIMM,Single-Rank
Kingston 9905663-008.A00G 16GB,DDR4,13100,16,UDIMM (Unbuffered Dual In-Line Memory Module),"PC4-10660, CAS Latency 10, Burst Length 8, RAS to CAS Delay 7"
Teikon TMA451S6AFR8N-TFSC 4GB,DDR4,13050,4,SO-DIMM,"Unbuffered, Single-sided"
Kingston 99U5704-001.A00G 4GB,DDR4,13000,4,UDIMM (Unregistered Dual In-Line Memory Module),
G Skill Intl F4-2800C16-4GRK 4GB,DDR4,12950,4,DIMM,Dual Channel
Corsair CMK64GX4M4A2133C13 16GB,DDR4,12900,16,DIMM,Dual Channel
Corsair CMK32GX4M4A2400C16 8GB,DDR4,12900,8,DIMM,Single Channel
Corsair CMR128GX4M8Z2933C16 16GB,DDR4,12850,16,UDIM,Single-Channel
Kingston 9905630-052.A00G 16GB,DDR4,12750,16,UDIMM,Dual Channel
Mushkin 99[2/7/4]204F 4GB,DDR4,12450,4,SO-DIMM,UDIMM
Corsair CMK64GX4M8 2800C14 8GB,DDR4,12450,8,DIMM,Dual Inline Memory Module
InnoDisk Corporation M4S0-AGS1O5IK 16GB,DDR4,12300,16,SO-DIMM,Single Rank x8
Corsair MK16GX44A2666C16 4GB,DDR4,12250,4,DIMM,"Unbuffered, Non-ECC"
G Skill Intl F4-2133C15-16GFT 16GB,DDR4,11200,16,DIMM,Dual Channel
Crucial Technology BLS4G4D240FSC.8FBR2 4GB,DDR4,14950,4,SO-DIMM,Unbuffered Single-Rank
Kingston XJV223-MIE 16GB,DDR4,14400,16,SO-DIMM,Dual Channel
Crucial Technology CT8G4SFD8213.C16FBR2 8GB,DDR4,14250,8,SO-DIMM,Single Rank
Kingston KHX2400C15/16G 16GB,DDR4,14000,16,DIMM,x8 Dual In-Line Memory Module
Patriot Memory (PDP Systems) 2800 C16 Series 8GB,DDR4,13950,8,SO-DIMM,Dual In-Line
Kingston ASU21D4U5S8MB-8 8GB,DDR4,13850,8,SO-DIMM,Unbuffered
Kingston MSI24D4U7S8MB-8 8GB,DDR4,13850,8,SO-DIMM,Unbuffered
G Skill Intl F4-2133C15-8GFX 8GB,DDR4,13700,8,SO-DIMM,Dual Channel
Apacer Technology 78.B1GM3.C7W0B 4GB,DDR4,13700,4,SO-DIMM,Single Rank
AMD R748G2133U2S 8GB,DDR4,13650,8,SO-DIMM,Dual In-Line Memory Module
Kingston 9905743-034.A00G 8GB,DDR4,13650,8,DIMM,x16
Corsair CMK16GX4M2L3200C16 8GB,DDR4,13650,8,SO-DIMM,Single-Channel
Crucial Technology BLS8G4D240FSE.16FBD2 8GB,DDR4,13600,8,SO-DIMM,Dual In-Line
Micron Technology AFLD48VH1P 8GB,DDR4,13550,8,SO-DIMM,PC4-1700
Crucial Technology CT8G4DFS824A.C8FBD1 8GB,DDR4,13550,8,SO-DIMM,x16
SK Hynix HMA81GU6MFR8N-UH 8GB,DDR4,13550,8,SO-DIMM,x16
Corsair CMK8GX4M1Z3200C16 8GB,DDR4,13500,8,SO-DIMM,Dual Channel
Crucial Technology BLS4G4S240FSD.8FAR 4GB,DDR4,13450,4,SO-DIMM (since it's a Crucial module and SO-DIMMs are commonly used in laptops),Single Rank x16 (based on the model number and industry standards)
Crucial Technology CT16G4SFD8213.M16FA 16GB,DDR4,13400,16,SO-DIMM,Dual In-Line Memory Module (DIMM)
Transcend Information TS2GSH64V4B 16GB,DDR4,13350,16,SO-DIMM,Dual Channel
Kingston 9905700-026.A00G 8GB,DDR4,13350,8,SO-DIMM,Single Rank
Gloway International (HK) STKD4XMP2400-F 4GB,DDR4,13300,4,SO-DIMM,Dual Channel
Micron Technology 16ATF2G64HZ-2G6J1 16GB,DDR4,13300,16,UDIMM,x8
SK Hynix HMA851S6DJR6N-VK 4GB,DDR4,13300,4,DIMM,SO-DIMM
Crucial Technology CT4G4SFS824A.M8FB 4GB,DDR4,13250,4,SO-DIMM,SODIMM-512x64
Micron Technology ILG8GS2400A 8GB,DDR4,13200,8,SO-DIMM (as it's a laptop RAM),Dual In-Line Memory Module (DIMM)
Crucial Technology BLS8G4D26BFSEK.8FBD 8GB,DDR4,13200,8,SO-DIMM,PC4-10600
G Skill Intl F4-2666C18-4GRS 4GB,DDR4,13150,4,DIMM,Single
Corsair CM4X16GD3200C16K2E 16GB,DDR4,13100,16,UDIM,Dual In-Line Memory Module
Crucial Technology CT16G4DFD824A.C16FE 16GB,DDR4,13100,16,SO-DIMM,x8
Corsair CMW128GX4M8C3000C16 16GB,DDR4,13050,16,DIMM,Dual Inline Memory Module (DIMM) x2
Crucial Technology BLS8G4D240FSA.M16FAD 8GB,DDR4,13050,8,SO-DIMM,Single Rank
Crucial Technology BLS8G4S26BFSD.16FBR2 8GB,DDR4,12950,8,SO-DIMM,Dual In-Line
Corsair CMD16GX4M4A2666C16 4GB,DDR4,12950,4,DIMM,Dual Channel
Crucial Technology CT16G4SFRA266.C8FB 16GB,DDR4,12950,16,SO-DIMM,Dual Channel
Hynix Semiconductor (Hyundai Electronics) GKE800SO51208-2133AH 8GB,DDR4,12850,8,SO-DIMM,x16
Kingston ACR26D4S9S8MH-8 8GB,DDR4,12800,8,SO-DIMM,PC4-1600
G Skill Intl F4-3300C16-8GTZ 8GB,DDR4,12500,8,SO-DIMM,Dual Channel
G Skill Intl F4-2400C16-16GFXR 16GB,DDR4,12450,16,SO-DIMM,Dual Channel
Kingston XF875V-HYA 8GB,DDR4,12350,8,SO-DIMM,Dual In-Line
Crucial Technology CT4G4SFS8213.C8FBR2 4GB,DDR4,12100,4,SO-DIMM,Single Rank x16
Crucial Technology CT8G4DFS632A.M4FE 8GB,DDR4,14400,8,SODIMM,Dual In-Line Memory Module (DIMM)
Crucial Technology CT16G4DFD824A.M16FD 16GB,DDR4,14150,16,SO-DIMM,Dual Channel
Micron Technology TEAMGROUP-UD4-2400 16GB,DDR4,14050,16,SO-DIMM,Dual Channel
Apacer Technology 78.CAGR4.40C0B 8GB,DDR4,14050,8,SO-DIMM,Unbuffered
Crucial Technology CT8G4DFD824A.C16FF 8GB,DDR4,14000,8,SO-DIMM,Dual Channel
Crucial Technology CT8G4DFS8266.C8FN 8GB,DDR4,13850,8,SO-DIMM,Unbuffered
Crucial Technology CT16G4DFD8213.M16FA 16GB,DDR4,13750,16,SO-DIMM,Unbuffered
Kingston 9905701-098.A00G 16GB,DDR4,13700,16,SO-DIMM,Dual In-Line
Kingston 9905711-002.A00G 4GB,DDR4,13650,4,SO-DIMM,Unbuffered
Samsung M378A5244BB0-CRC 4GB,DDR4,13650,4,SO-DIMM,x16
Kingston ACR26D4U9S8ME-8 8GB,DDR4,13650,8,SO-DIMM,PC4-17000 UDIMM
Micron Technology 8ATF1G64AZ-2G3B1 8GB,DDR4,13650,8,SO-DIMM,
G Skill Intl F4-3333C16-8GVR 8GB,DDR4,13550,8,DIMM,"Unbuffered, Single-Sided"
G Skill Intl F4-2400C17-8GIS 8GB,DDR4,13550,8,DIMM,Dual Channel
A-DATA Technology AO2P26KC8T1-BXGSHC 8GB,DDR4,13550,8,SO-DIMM,Unbuffered
Transcend Information JM3200HSE-32G 32GB,DDR4,13500,32,SO-DIMM,Single-Sided
Panram International Corporation W4U2133PS-8G 8GB,DDR4,13450,8,SODIMM,Single Rank
Hynix Semiconductor (Hyundai Electronics) HMA41GU6AFR8N-TF 8GB,DDR4,13450,8,SO-DIMM,2Rx4
Crucial Technology CT8G4DFD8213.16FA11 8GB,DDR4,13400,8,SO-DIMM,Single Rank
Samsung M471A2K43CB1-CTD 16GB,DDR4,13400,16,SO-DIMM,Dual Channel
Corsair CMD32GX4M4C3200C14C 8GB,DDR4,13350,8,DIMM,Dual Channel
Kingston 9905743-045.A00G 16GB,DDR4,13350,16,SO-DIMM,"Dual Channel, 2x8GB"
Micron Technology 8ATF1G64AZ-2G3E1 8GB,DDR4,13350,8,SO-DIMM,Single Rank
Kingston 9905622-025.A01G 4GB,DDR4,13300,4,DIMM,Unbuffered Single Rank
Wilk Elektronik S.A. GY2133D464L15S/4G 4GB,DDR4,13150,4,SO-DIMM,Single Rank x8
SK Hynix HMA81GS6CJR8N-VK 8GB,DDR4,13150,8,SO-DIMM,x16
Corsair CMSX16GX4M2A2666C18 8GB,DDR4,13150,8,SO-DIMM,Dual Channel
Micron Technology 4ATF51264HZ-2G3B1 4GB,DDR4,13150,4,SO-DIMM,Dual Channel
Corsair CMK64GX4M8A2400C14 8GB,DDR4,13150,8,DIMM,Single Rank
Crucial Technology CT16G4DFRA32A.C16FN 16GB,DDR4,13100,16,SODIMM,Dual In-Line Memory Module (DIMM)
Crucial Technology CT16G4DFD824A.C16FDR 16GB,DDR4,13050,16,SO-DIMM,x8 Dual Channel
Kingston HP26D4S9S8ME-8 8GB,DDR4,13000,8,UDIMM,"1x8GB, PC4-10600"
Micron Technology 16ATF2G64HZ-2G6E1 16GB,DDR4,13000,16,SO-DIMM,x8
Kingston K821PJ-MIH 16GB,DDR4,12900,16,SO-DIMM,Dual Channel
SK Hynix HMA41GU7AFR8N-TF 8GB,DDR4,12850,8,SO-DIMM,1Rx8
Crucial Technology CT4G4DFS824A.C8FHP 4GB,DDR4,12850,4,SO-DIMM,Single Rank
G Skill Intl F4-2800C15-8GRBB 8GB,DDR4,12750,8,DIMM,Dual Channel
G Skill Intl F4-2800C15-8GRK 8GB,DDR4,12750,8,DIMM,Dual Channel
Kingston KF2666C16S4/16G 16GB,DDR4,12750,16,SO-DIMM,Single Rank
Corsair CMV16GX4M1A2666C18 16GB,DDR4,12650,16,DIMM,Dual Channel
G Skill Intl F4-2400C15-16GFX 16GB,DDR4,12650,16,DIMM,Dual Channel
G Skill Intl F4-3300C16-16GTZSW 16GB,DDR4,12500,16,SO-DIMM,Dual Channel
Avant Technology J642GU42J5213N4 16GB,DDR4,12450,16,SO-DIMM,Dual Channel
Mushkin 99[2/7/4]205F 8GB,DDR4,12400,8,SO-DIMM,Dual Channel
Hynix Semiconductor (Hyundai Electronics) HMA81GS6MFR8N-UH 8GB,DDR4,12400,8,SO-DIMM,SDRAM
Maxsun MSD48G32Q3 8GB,DDR4,12400,8,SO-DIMM,Single Rank
Kingston KH 2400C15D4/8 8GB,DDR4,12350,8,DIMM,Dual In-Line Memory Module
Gold Key Technology Co Ltd GKE800SO51216-2400 8GB,DDR4,12350,8,SO-DIMM,Single Rank
Corsair CMW128GX4M8X3600C18 16GB,DDR4,11750,16,UDIM,Dual Channel
Corsair CMK64GX4M4C3333C16 16GB,DDR4,16100,16,DIMM,Single-Rank x4
Golden Empire CL17-17-17 D4-2400 16GB,DDR4,13850,16,UDIMM,Dual Channel
Essencore Limited IM48GU88N24-FFFHA0 8GB,DDR4,13850,8,SO-DIMM,
